customer_id,recency_days,frequency,monetary_value,average_order_value,last_purchase_date
13881,4,20,17159.52,857.976,2011-12-06 12:50:00
13882,3,5,1191.13,238.22600000000003,2011-12-07 11:16:00
13883,11,5,2674.48,534.896,2011-11-29 10:45:00
13884,7,5,787.6,157.52,2011-12-02 16:30:00
13885,189,2,506.8,253.4,2011-06-03 15:07:00
13886,71,1,243.56,243.56,2011-09-29 13:17:00
13887,204,1,349.55,349.55,2011-05-19 17:22:00
13888,120,2,605.63,302.815,2011-08-12 10:13:00
13889,93,1,416.9,416.9,2011-09-08 09:13:00
13890,1,10,1883.81,188.38100000000003,2011-12-08 15:36:00
13892,27,4,632.97,158.2425,2011-11-13 11:50:00
13893,298,1,821.1,821.1,2011-02-15 11:30:00
13894,24,3,564.62,188.20666666666668,2011-11-16 09:44:00
13895,28,4,2593.07,648.2675,2011-11-11 16:57:00
13897,50,1,311.16,311.16,2011-10-20 14:30:00
13898,326,1,155.93,155.93,2011-01-18 10:28:00
13899,16,2,388.52,194.26,2011-11-23 13:40:00
13900,183,3,740.95,246.98333333333332,2011-06-09 19:26:00
13901,72,5,2867.2,573.4399999999999,2011-09-28 14:48:00
13904,37,2,332.64,166.32,2011-11-02 13:41:00
13908,80,4,2369.55,592.3875,2011-09-21 11:49:00
13911,57,9,2580.91,286.7677777777778,2011-10-13 15:43:00
13914,12,2,626.45,313.225,2011-11-28 10:35:00
13917,50,2,272.04,136.02,2011-10-21 09:56:00
13918,50,2,1212.84,606.4200000000001,2011-10-21 12:25:00
13919,59,2,384.81,192.405,2011-10-11 14:24:00
13922,352,1,172.25,172.25,2010-12-23 10:38:00
13923,54,1,351.13,351.13,2011-10-17 12:33:00
13924,2,6,1838.85,306.475,2011-12-08 09:39:00
13925,93,4,678.25,169.5625,2011-09-08 12:47:00
13926,23,1,223.85,223.85,2011-11-16 13:16:00
13927,75,1,348.99,348.99,2011-09-26 12:00:00
13928,11,4,464.57,116.1425,2011-11-29 10:33:00
13929,169,2,842.65,421.325,2011-06-23 15:26:00
13930,58,2,337.34,168.67,2011-10-13 09:45:00
13931,96,2,1237.53,618.765,2011-09-05 10:12:00
13932,295,1,307.4,307.4,2011-02-18 12:02:00
13933,109,2,608.7900000000001,304.39500000000004,2011-08-22 14:03:00
13934,264,1,922.1,922.1,2011-03-21 08:39:00
13936,180,1,376.58,376.58,2011-06-13 08:47:00
13937,169,1,158.85,158.85,2011-06-23 16:35:00
13938,35,1,71.66,71.66,2011-11-04 14:37:00
13939,23,3,568.55,189.51666666666665,2011-11-16 13:33:00
13940,17,4,839.14,209.785,2011-11-22 15:15:00
13941,22,5,5112.96,1022.592,2011-11-18 09:43:00
13946,79,3,561.5699999999999,187.19,2011-09-21 13:33:00
13947,65,1,90.6,90.6,2011-10-05 14:42:00
13948,361,1,102.0,102.0,2010-12-14 10:18:00
13949,3,6,2427.32,404.5533333333333,2011-12-07 09:35:00
13950,11,4,745.06,186.265,2011-11-28 14:44:00
13951,176,3,674.45,224.8166666666667,2011-06-16 16:43:00
13952,218,2,3251.071,1625.5355,2011-05-06 09:00:00
13953,7,7,3515.68,502.24,2011-12-02 16:04:00
13954,2,2,439.92,219.96,2011-12-08 12:50:00
13955,154,2,322.96,161.48,2011-07-08 17:19:00
13956,5,5,1026.42,205.284,2011-12-04 13:20:00
13959,79,3,598.2,199.4,2011-09-21 15:06:00
13960,21,2,230.22,115.11,2011-11-18 15:27:00
13962,22,2,169.55,84.775,2011-11-18 08:47:00
13963,308,4,664.54,166.135,2011-02-04 14:43:00
13967,146,1,80.7,80.7,2011-07-17 12:02:00
13969,7,18,9053.94,502.9966666666666,2011-12-02 15:11:00
13971,19,8,2758.26,344.7825,2011-11-21 12:06:00
13972,71,2,190.25,95.125,2011-09-30 11:54:00
13973,287,1,264.7,264.7,2011-02-25 15:21:00
13974,49,1,413.59,413.59,2011-10-21 14:41:00
13975,31,6,2526.28,421.0466666666667,2011-11-08 13:19:00
13976,207,1,357.98,357.98,2011-05-17 09:13:00
13978,15,2,196.79,98.395,2011-11-25 11:36:00
13979,73,1,869.87,869.87,2011-09-27 13:32:00
13980,60,1,200.14,200.14,2011-10-10 13:34:00
13982,39,4,1871.81,467.9525,2011-10-31 16:24:00
13983,30,12,2603.43,216.9525,2011-11-10 11:06:00
13984,27,5,920.51,184.102,2011-11-13 12:38:00
13985,4,15,7060.13,470.67533333333336,2011-12-05 17:06:00
13986,17,1,320.46,320.46,2011-11-22 15:00:00
13988,20,6,4147.96,691.3266666666667,2011-11-20 10:15:00
13989,66,2,1266.08,633.04,2011-10-05 09:47:00
13990,213,1,311.3,311.3,2011-05-10 15:19:00
13991,12,6,855.97,142.66166666666666,2011-11-27 16:18:00
13992,30,1,76.8,76.8,2011-11-09 15:23:00
13993,43,9,3466.36,385.1511111111111,2011-10-28 09:06:00
13994,4,6,2313.14,385.5233333333333,2011-12-06 11:05:00
13995,15,5,1393.69,278.738,2011-11-24 14:22:00
13999,10,12,3901.81,325.1508333333333,2011-11-29 13:40:00
14000,211,1,635.66,635.66,2011-05-12 16:50:00
14001,46,3,2043.08,681.0266666666668,2011-10-25 10:31:00
14002,134,2,529.73,264.865,2011-07-28 15:55:00
14004,43,7,4582.64,654.6628571428572,2011-10-27 14:40:00
14005,10,5,2874.72,574.944,2011-11-30 12:41:00
14006,116,3,962.19,320.73,2011-08-16 09:39:00
14009,198,2,695.61,347.805,2011-05-25 15:47:00
14012,278,1,328.8,328.8,2011-03-07 12:26:00
14013,110,3,473.02,157.67333333333332,2011-08-21 15:01:00
14014,77,1,505.18,505.18,2011-09-23 13:18:00
14015,53,1,917.34,917.34,2011-10-18 10:02:00
14016,162,4,4341.21,1085.3025,2011-07-01 11:29:00
14019,47,3,1421.61,473.87,2011-10-24 10:13:00
14020,17,2,642.8,321.4,2011-11-23 09:22:00
14021,155,3,631.9,210.63333333333333,2011-07-07 15:46:00
14022,225,1,440.0,440.0,2011-04-28 14:39:00
14023,7,2,584.07,292.035,2011-12-02 13:58:00
14024,122,2,327.7,163.85,2011-08-10 11:30:00
14027,61,1,104.82,104.82,2011-10-10 09:01:00
14029,63,2,467.66,233.83,2011-10-07 14:46:00
14030,18,8,2360.09,295.01125,2011-11-21 16:48:00
14031,7,19,17286.86,909.8347368421051,2011-12-02 17:13:00
14032,2,11,2975.59,270.5081818181818,2011-12-07 15:23:00
14034,22,3,651.8199999999999,217.2733333333333,2011-11-17 14:02:00
14035,29,5,1428.02,285.604,2011-11-11 10:03:00
14036,285,1,626.65,626.65,2011-02-28 09:26:00
14037,176,2,147.20000000000002,73.60000000000001,2011-06-16 13:57:00
14038,78,3,1560.38,520.1266666666667,2011-09-22 13:37:00
14039,33,1,152.2,152.2,2011-11-06 13:48:00
14040,41,12,3614.92,301.24333333333334,2011-10-30 12:42:00
14041,266,1,141.41,141.41,2011-03-18 13:25:00
14044,27,4,652.82,163.205,2011-11-13 12:05:00
14045,109,4,1659.75,414.9375,2011-08-22 15:27:00
14046,284,1,154.99,154.99,2011-02-28 14:48:00
14047,9,5,1308.61,261.72200000000004,2011-12-01 11:43:00
14048,305,1,409.93,409.93,2011-02-07 14:53:00
14049,17,4,5681.72,1420.43,2011-11-23 12:20:00
14050,32,2,746.36,373.18,2011-11-08 10:00:00
14051,1,23,15610.39,678.7126086956522,2011-12-09 10:20:00
14052,20,1,225.36,225.36,2011-11-20 12:30:00
14053,124,2,260.25,130.125,2011-08-07 14:27:00
14054,65,1,92.46,92.46,2011-10-05 15:49:00
14055,106,1,725.6400000000001,725.6400000000001,2011-08-25 15:04:00
14056,1,23,8214.65,357.1586956521739,2011-12-08 13:36:00
14057,24,17,6217.96,365.76235294117646,2011-11-16 10:32:00
14059,267,1,183.6,183.6,2011-03-18 10:06:00
14060,5,19,6140.42,323.18,2011-12-05 12:29:00
14062,10,12,10464.85,872.0708333333333,2011-11-30 10:04:00
14064,29,5,1353.74,270.748,2011-11-10 13:14:00
14066,267,1,152.55,152.55,2011-03-18 12:21:00
14067,64,2,374.7,187.35,2011-10-07 10:21:00
14068,320,1,265.85,265.85,2011-01-23 16:02:00
14071,4,8,1438.82,179.8525,2011-12-06 12:27:00
14073,32,1,151.04,151.04,2011-11-07 15:49:00
14075,5,3,942.26,314.08666666666664,2011-12-05 08:38:00
14076,129,1,122.47,122.47,2011-08-02 15:19:00
14077,41,5,499.42,99.884,2011-10-30 12:35:00
14078,102,6,1049.37,174.89499999999998,2011-08-30 12:16:00
14079,125,1,375.1,375.1,2011-08-07 12:10:00
14080,33,1,45.6,45.6,2011-11-07 11:09:00
14081,302,2,934.52,467.26,2011-02-10 16:17:00
14082,365,1,182.25,182.25,2010-12-10 11:02:00
14083,4,9,1018.43,113.15888888888888,2011-12-05 13:14:00
14085,2,18,4448.54,247.14111111111112,2011-12-07 13:46:00
14087,3,1,194.42,194.42,2011-12-07 12:41:00
14089,57,1,161.0,161.0,2011-10-14 10:38:00
14090,325,1,76.32000000000001,76.32000000000001,2011-01-19 10:51:00
14092,8,14,4076.91,291.2078571428571,2011-12-02 12:13:00
14093,12,1,442.85,442.85,2011-11-27 16:27:00
14098,37,1,147.35,147.35,2011-11-03 10:13:00
14099,16,11,3104.17,282.1972727272727,2011-11-23 13:53:00
14100,138,1,194.9,194.9,2011-07-25 11:01:00
14101,74,6,5976.79,996.1316666666668,2011-09-27 12:28:00
14102,5,5,1360.28,272.056,2011-12-04 15:38:00
14104,155,2,216.21,108.105,2011-07-08 12:50:00
14105,239,1,1266.23,1266.23,2011-04-14 17:58:00
14107,52,7,2703.23,386.1757142857143,2011-10-19 12:12:00
14108,31,2,597.91,298.955,2011-11-09 10:41:00
14109,73,1,144.2,144.2,2011-09-28 10:18:00
14110,4,12,5683.15,473.5958333333333,2011-12-06 12:26:00
14111,14,4,692.85,173.2125,2011-11-25 13:44:00
14112,23,7,2915.15,416.45,2011-11-17 12:30:00
14113,4,4,1840.42,460.105,2011-12-06 12:18:00
14114,274,2,386.53,193.265,2011-03-11 09:42:00
14116,20,5,1382.74,276.548,2011-11-20 10:29:00
14117,144,1,90.0,90.0,2011-07-19 09:49:00
14121,4,4,2780.15,695.0375,2011-12-06 12:19:00
14124,84,1,419.58,419.58,2011-09-16 13:32:00
14125,11,3,2740.43,913.4766666666666,2011-11-29 12:47:00
14126,8,3,706.1300000000001,235.3766666666667,2011-12-02 11:45:00
14127,123,3,709.71,236.57,2011-08-09 10:49:00
14128,61,2,637.5,318.75,2011-10-10 12:00:00
14129,2,5,1123.86,224.772,2011-12-08 11:02:00
14130,319,1,483.86,483.86,2011-01-24 16:05:00
14132,2,11,3586.03,326.00272727272727,2011-12-07 13:35:00
14133,130,3,605.64,201.88,2011-08-02 11:34:00
14135,2,15,4690.31,312.68733333333336,2011-12-08 11:38:00
14138,2,2,982.38,491.19000000000005,2011-12-08 12:44:00
14139,46,1,415.82,415.82,2011-10-24 13:34:00
14140,4,2,935.05,467.525,2011-12-06 09:05:00
14141,3,4,915.13,228.7825,2011-12-07 09:53:00
14142,373,1,311.81,311.81,2010-12-01 16:33:00
14143,134,1,115.8,115.8,2011-07-29 09:48:00
14145,47,4,3742.2,935.55,2011-10-24 12:10:00
14146,9,5,4191.0,838.2,2011-12-01 10:18:00
14147,78,2,483.4,241.7,2011-09-22 18:10:00
14148,234,1,157.2,157.2,2011-04-20 12:02:00
14149,221,1,446.62,446.62,2011-05-03 09:44:00
14150,36,2,658.64,329.32,2011-11-04 10:05:00
14152,75,2,621.29,310.645,2011-09-25 12:54:00
14154,239,2,1345.62,672.81,2011-04-14 16:26:00
14155,266,1,118.75,118.75,2011-03-18 14:13:00
14157,20,2,432.88,216.44,2011-11-20 11:32:00
14158,40,1,507.66,507.66,2011-10-30 15:08:00
14159,20,11,4693.01,426.6372727272728,2011-11-20 12:36:00
14161,216,3,1110.52,370.17333333333335,2011-05-08 11:41:00
14162,174,2,289.36,144.68,2011-06-19 11:36:00
14163,87,4,2445.91,611.4775,2011-09-13 15:18:00
14164,71,2,1631.77,815.885,2011-09-30 12:24:00
14165,276,1,122.54,122.54,2011-03-09 12:39:00
14167,39,4,574.84,143.71,2011-10-31 14:29:00
14171,98,1,363.79,363.79,2011-09-02 16:43:00
14173,11,4,450.84,112.71,2011-11-29 11:54:00
14174,33,1,134.46,134.46,2011-11-06 13:17:00
14175,60,3,3222.3,1074.1,2011-10-11 11:55:00
14176,297,4,576.9000000000001,144.22500000000002,2011-02-15 13:12:00
14177,86,4,559.41,139.8525,2011-09-14 15:11:00
14178,9,7,1620.93,231.5614285714286,2011-12-01 12:01:00
14179,41,2,719.78,359.89,2011-10-30 12:07:00
14180,11,25,4748.52,189.9408,2011-11-29 10:56:00
14184,67,1,452.89,452.89,2011-10-04 12:43:00
14185,331,1,197.65,197.65,2011-01-12 13:52:00
14188,31,6,2054.36,342.3933333333334,2011-11-09 12:45:00
14189,2,15,4654.08,310.272,2011-12-07 15:55:00
14191,2,13,4684.76,360.36615384615385,2011-12-08 09:23:00
14193,68,2,853.39,426.695,2011-10-03 09:34:00
14194,5,21,11349.52,540.4533333333334,2011-12-05 10:38:00
14195,202,2,1012.0,506.0,2011-05-22 10:29:00
14196,107,1,335.52,335.52,2011-08-25 10:25:00
14198,18,4,701.4,175.35,2011-11-21 16:35:00
14199,218,1,185.4,185.4,2011-05-05 13:44:00
14201,60,7,747.44,106.77714285714286,2011-10-10 13:27:00
14204,2,1,161.03,161.03,2011-12-07 13:38:00
14205,17,2,466.7,233.35,2011-11-23 10:55:00
14206,239,1,328.16,328.16,2011-04-14 16:38:00
14208,95,1,151.74,151.74,2011-09-06 12:48:00
14209,11,6,2073.43,345.57166666666666,2011-11-29 10:18:00
14210,106,6,1905.84,317.64000000000004,2011-08-26 12:36:00
14211,53,9,2241.1,249.0111111111111,2011-10-17 13:23:00
14212,90,1,1070.48,1070.48,2011-09-11 12:45:00
14214,31,5,1004.38,200.876,2011-11-09 10:31:00
14215,12,6,1789.72,298.2866666666667,2011-11-28 12:19:00
14216,3,4,1839.3,459.825,2011-12-06 14:56:00
14217,2,17,2004.98,117.94,2011-12-08 11:53:00
14218,43,1,169.48000000000002,169.48000000000002,2011-10-28 10:00:00
14219,4,1,89.94,89.94,2011-12-05 16:23:00
14220,247,2,632.4,316.2,2011-04-06 13:23:00
14221,42,9,3432.8,381.4222222222222,2011-10-28 13:42:00
14222,177,1,683.17,683.17,2011-06-15 16:42:00
14223,92,3,991.13,330.37666666666667,2011-09-08 13:38:00
14224,110,4,1050.12,262.53,2011-08-21 13:24:00
14226,29,5,2232.19,446.438,2011-11-11 11:34:00
14227,26,10,3350.96,335.096,2011-11-13 15:48:00
14229,52,3,1547.2,515.7333333333333,2011-10-19 10:04:00
14231,184,3,925.71,308.57,2011-06-09 11:05:00
14232,43,5,2048.07,409.614,2011-10-28 11:09:00
14233,49,4,1462.72,365.68,2011-10-21 15:54:00
14234,22,4,775.46,193.865,2011-11-17 17:53:00
14235,75,5,3144.86,628.972,2011-09-25 14:37:00
14236,81,2,490.86,245.43,2011-09-20 09:13:00
14237,373,1,161.0,161.0,2010-12-01 13:20:00
14238,326,1,146.85,146.85,2011-01-17 14:40:00
14239,43,11,2380.85,216.4409090909091,2011-10-27 14:40:00
14240,30,2,890.34,445.17,2011-11-09 13:45:00
14241,184,1,213.7,213.7,2011-06-09 11:46:00
14242,235,2,280.55,140.275,2011-04-19 11:46:00
14243,9,10,2588.77,258.877,2011-12-01 11:12:00
14245,220,2,1693.45,846.725,2011-05-04 08:40:00
14246,111,3,1474.06,491.3533333333333,2011-08-21 11:50:00
14247,278,1,136.76999999999998,136.76999999999998,2011-03-06 15:21:00
14248,318,1,302.58,302.58,2011-01-25 14:45:00
14250,7,3,1904.05,634.6833333333333,2011-12-02 14:30:00
14251,2,5,2879.7000000000003,575.94,2011-12-08 08:32:00
14256,260,2,969.06,484.53,2011-03-24 13:17:00
14257,64,5,3099.7200000000003,619.9440000000001,2011-10-06 16:54:00
14258,9,9,12669.98,1407.7755555555557,2011-11-30 15:27:00
14259,142,1,120.0,120.0,2011-07-21 10:44:00
14261,51,2,1163.45,581.725,2011-10-20 10:04:00
14262,8,8,2618.23,327.27875,2011-12-01 14:17:00
14264,155,2,333.97,166.985,2011-07-08 10:20:00
14265,109,2,530.18,265.09,2011-08-22 13:32:00
14267,163,3,1516.24,505.41333333333336,2011-06-30 10:09:00
14270,332,1,492.65,492.65,2011-01-12 09:33:00
14271,226,1,112.32,112.32,2011-04-28 12:47:00
14272,74,2,437.96,218.98,2011-09-27 10:08:00
14273,51,4,559.97,139.9925,2011-10-19 13:20:00
14276,99,3,1119.74,373.2466666666666,2011-09-02 09:45:00
14277,15,3,4216.2,1405.4,2011-11-24 15:01:00
14280,197,1,134.04,134.04,2011-05-27 10:37:00
14282,3,15,3729.34,248.62266666666667,2011-12-06 17:04:00
14284,31,2,595.25,297.625,2011-11-09 08:11:00
14285,21,4,1910.01,477.5025,2011-11-18 14:50:00
14286,24,3,4628.75,1542.9166666666667,2011-11-16 10:34:00
14287,8,3,176.63,58.876666666666665,2011-12-01 13:25:00
14288,213,1,426.6,426.6,2011-05-10 13:22:00
14289,9,6,911.26,151.8766666666667,2011-12-01 11:44:00
14290,11,5,2314.65,462.93,2011-11-28 14:02:00
14291,2,11,3883.25,353.02272727272725,2011-12-08 10:26:00
14292,8,9,4871.93,541.3255555555556,2011-12-02 11:50:00
14293,3,4,1046.56,261.64,2011-12-06 15:17:00
14295,40,1,166.20000000000002,166.20000000000002,2011-10-30 15:50:00
14297,18,4,1305.33,326.3325,2011-11-22 09:06:00
14299,8,9,3965.62,440.6244444444444,2011-12-01 16:05:00
14300,19,1,43.2,43.2,2011-11-21 08:57:00
14301,117,1,640.14,640.14,2011-08-14 15:33:00
14304,223,1,383.45,383.45,2011-05-01 11:50:00
14305,71,3,1858.96,619.6533333333333,2011-09-29 15:29:00
14306,51,2,2093.32,1046.66,2011-10-19 13:23:00
14307,89,6,2995.72,499.2866666666666,2011-09-12 09:38:00
14309,8,9,2352.53,261.39222222222224,2011-12-01 13:33:00
14311,243,1,310.26,310.26,2011-04-11 10:14:00
14312,47,6,1611.59,268.5983333333333,2011-10-24 09:46:00
14314,107,1,120.0,120.0,2011-08-25 10:39:00
14315,45,6,2481.13,413.5216666666667,2011-10-26 12:06:00
14317,65,1,508.58,508.58,2011-10-06 10:44:00
14320,207,2,477.79,238.895,2011-05-17 09:24:00
14321,11,5,1530.75,306.15,2011-11-29 09:47:00
14323,115,2,605.0600000000001,302.53000000000003,2011-08-17 11:37:00
14326,242,1,183.85,183.85,2011-04-11 15:04:00
14327,163,1,311.65,311.65,2011-06-29 13:58:00
14329,17,7,5014.84,716.4057142857143,2011-11-22 15:50:00
14331,124,2,462.66,231.33,2011-08-07 13:17:00
14332,23,3,866.31,288.77,2011-11-17 11:54:00
14333,68,1,415.2,415.2,2011-10-03 10:38:00
14334,17,8,2552.21,319.02625,2011-11-23 10:01:00
14335,16,2,468.26,234.13,2011-11-23 13:41:00
14336,17,4,1614.91,403.7275,2011-11-23 11:40:00
14338,161,2,588.22,294.11,2011-07-01 14:08:00
14339,243,1,309.52,309.52,2011-04-11 11:06:00
14340,219,1,134.7,134.7,2011-05-05 09:44:00
14341,45,8,2182.28,272.785,2011-10-25 15:48:00
14342,21,4,668.5600000000001,167.14,2011-11-18 13:21:00
14344,127,8,889.9300000000001,111.24125,2011-08-04 13:51:00
14345,39,1,108.98,108.98,2011-11-01 09:51:00
14346,121,2,1021.58,510.79,2011-08-11 09:47:00
14348,260,1,409.57,409.57,2011-03-24 16:23:00
14349,10,1,133.5,133.5,2011-11-29 15:39:00
14350,274,1,282.93,282.93,2011-03-10 14:14:00
14351,165,1,51.0,51.0,2011-06-28 11:56:00
14352,157,4,1078.96,269.74,2011-07-05 15:41:00
14353,215,1,90.6,90.6,2011-05-08 16:06:00
14354,6,2,163.62,81.81,2011-12-04 11:32:00
14355,366,1,174.4,174.4,2010-12-09 12:16:00
14356,80,2,701.23,350.615,2011-09-21 09:18:00
14357,43,1,225.77,225.77,2011-10-27 16:23:00
14359,19,3,912.18,304.06,2011-11-20 13:17:00
14360,32,4,2128.23,532.0575,2011-11-08 09:12:00
14362,22,1,161.2,161.2,2011-11-17 15:08:00
14364,109,8,3717.35,464.66875,2011-08-23 11:01:00
14367,8,16,9261.52,578.845,2011-12-01 13:19:00
14368,320,1,155.0,155.0,2011-01-24 09:52:00
14371,295,1,100.5,100.5,2011-02-17 16:35:00
14373,358,1,76.55,76.55,2010-12-16 15:40:00
14375,185,1,257.68,257.68,2011-06-07 13:44:00
14377,191,2,617.05,308.525,2011-06-01 13:32:00
14379,44,2,348.1,174.05,2011-10-26 16:43:00
14381,52,1,202.68,202.68,2011-10-18 17:10:00
14382,26,1,626.0699999999999,626.0699999999999,2011-11-13 16:18:00
14383,38,3,1247.69,415.8966666666667,2011-11-01 15:53:00
14385,9,3,202.11,67.37,2011-11-30 15:36:00
14386,297,1,142.4,142.4,2011-02-16 09:45:00
14387,33,3,1770.56,590.1866666666666,2011-11-07 12:29:00
14388,10,8,3212.84,401.605,2011-11-29 13:32:00
14389,65,2,1043.46,521.73,2011-10-05 15:17:00
14390,10,9,4652.82,516.98,2011-11-29 13:49:00
14393,218,1,67.95,67.95,2011-05-05 18:16:00
14395,2,9,3507.71,389.74555555555554,2011-12-07 14:34:00
14396,65,2,487.99,243.995,2011-10-05 16:09:00
14397,3,19,2612.96,137.52421052631578,2011-12-07 09:22:00
14400,149,1,574.7,574.7,2011-07-13 15:50:00
14401,4,13,4051.48,311.6523076923077,2011-12-05 13:30:00
14403,130,4,1475.81,368.9525,2011-08-01 12:57:00
14404,34,6,1474.32,245.72,2011-11-06 12:30:00
14406,119,1,156.75,156.75,2011-08-12 16:54:00
14407,107,6,2157.73,359.62166666666667,2011-08-24 14:02:00
14408,11,7,2606.53,372.3614285714286,2011-11-29 11:41:00
14409,71,6,2059.4500000000003,343.2416666666668,2011-09-29 18:18:00
14410,92,9,1105.07,122.78555555555556,2011-09-08 15:08:00
14411,311,1,1063.0,1063.0,2011-02-02 10:56:00
14412,43,2,770.03,385.015,2011-10-28 10:45:00
14413,362,1,122.7,122.7,2010-12-12 13:37:00
14414,92,7,1496.98,213.8542857142857,2011-09-09 12:09:00
14415,1,13,5900.28,453.86769230769227,2011-12-08 14:38:00
14416,22,2,490.22,245.11,2011-11-17 15:22:00
14418,4,3,1937.25,645.75,2011-12-06 11:39:00
14419,11,6,1058.06,176.34333333333333,2011-11-29 11:22:00
14420,99,1,387.52,387.52,2011-09-01 18:07:00
14421,57,2,813.11,406.555,2011-10-13 13:24:00
14422,1,6,4263.64,710.6066666666667,2011-12-09 11:26:00
14423,218,1,265.2,265.2,2011-05-05 15:12:00
14424,18,1,322.08,322.08,2011-11-22 11:48:00
14426,24,10,4481.67,448.167,2011-11-16 12:25:00
14427,50,2,363.34,181.67,2011-10-20 14:23:00
14428,7,5,1244.83,248.966,2011-12-02 13:17:00
14431,303,1,470.36,470.36,2011-02-10 10:40:00
14432,10,6,2255.51,375.91833333333335,2011-11-30 08:04:00
14434,22,6,1372.8,228.8,2011-11-18 08:56:00
14436,99,1,89.06,89.06,2011-09-02 10:13:00
14437,366,1,63.0,63.0,2010-12-09 09:27:00
14438,306,1,131.9,131.9,2011-02-06 14:56:00
14440,8,5,2357.6800000000003,471.53600000000006,2011-12-01 15:42:00
14441,1,4,1712.89,428.2225,2011-12-09 09:07:00
14442,205,2,1589.82,794.91,2011-05-19 11:36:00
14443,54,4,1420.2,355.05,2011-10-17 10:10:00
14446,1,4,1039.58,259.895,2011-12-09 11:34:00
14447,19,5,1163.23,232.646,2011-11-21 08:28:00
14448,9,2,375.35,187.675,2011-11-30 13:50:00
14449,19,4,907.1,226.775,2011-11-21 12:06:00
14450,181,3,483.25,161.08333333333334,2011-06-12 10:46:00
14451,60,2,662.59,331.295,2011-10-10 13:38:00
14452,11,2,264.44,132.22,2011-11-29 12:06:00
14453,190,1,119.93,119.93,2011-06-02 14:15:00
14456,5,9,3062.4,340.26666666666665,2011-12-04 13:59:00
14457,311,1,113.64,113.64,2011-02-02 09:39:00
14459,155,1,1837.92,1837.92,2011-07-07 13:35:00
14460,110,3,434.34,144.78,2011-08-21 14:19:00
14461,148,3,2103.06,701.02,2011-07-14 17:11:00
14462,66,11,2004.02,182.1836363636364,2011-10-04 15:55:00
14463,98,3,529.62,176.54,2011-09-02 15:20:00
14465,247,3,1058.62,352.8733333333334,2011-04-07 12:38:00
14466,29,7,2272.4,324.62857142857143,2011-11-10 14:07:00
14467,18,4,598.76,149.69,2011-11-22 12:48:00
14470,12,2,461.19,230.595,2011-11-28 10:31:00
14472,104,8,1936.84,242.105,2011-08-28 11:01:00
14473,74,2,234.34000000000003,117.17000000000002,2011-09-26 15:10:00
14474,46,1,547.66,547.66,2011-10-24 13:26:00
14475,72,3,925.85,308.6166666666667,2011-09-29 10:46:00
14476,257,1,215.7,215.7,2011-03-27 15:39:00
14477,20,4,1309.6,327.4,2011-11-20 11:11:00
14479,254,2,316.25,158.125,2011-03-31 09:07:00
14480,11,1,279.05,279.05,2011-11-28 16:35:00
14481,165,2,636.51,318.255,2011-06-28 10:38:00
14482,18,6,2068.15,344.69166666666666,2011-11-21 13:14:00
14483,282,1,137.1,137.1,2011-03-03 10:26:00
14484,50,1,321.92,321.92,2011-10-20 14:11:00
14485,39,1,165.75,165.75,2011-11-01 12:25:00
14487,27,6,1196.33,199.3883333333333,2011-11-13 12:17:00
14488,68,1,1064.28,1064.28,2011-10-03 09:30:00
14489,207,1,463.38,463.38,2011-05-16 14:51:00
14491,175,2,340.93,170.465,2011-06-17 15:22:00
14493,7,5,2383.24,476.648,2011-12-02 16:14:00
14494,26,1,139.56,139.56,2011-11-14 09:21:00
14495,51,2,123.8,61.9,2011-10-20 12:28:00
14496,312,2,538.8100000000001,269.40500000000003,2011-02-01 09:01:00
14497,309,1,475.37,475.37,2011-02-03 17:01:00
14498,43,5,1957.32,391.464,2011-10-28 12:09:00
14499,26,3,815.32,271.77333333333337,2011-11-13 13:01:00
14500,88,3,356.85,118.95,2011-09-12 16:45:00
14501,184,2,251.21,125.605,2011-06-09 12:02:00
14502,20,11,2470.67,224.60636363636365,2011-11-20 11:50:00
14503,3,6,3543.26,590.5433333333334,2011-12-06 13:30:00
14504,47,4,673.26,168.315,2011-10-23 16:00:00
14505,17,8,5905.64,738.205,2011-11-22 15:45:00
14506,17,5,2012.17,402.434,2011-11-22 13:02:00
14507,24,6,1383.18,230.53,2011-11-16 12:21:00
14508,22,2,276.42,138.21,2011-11-17 19:48:00
14511,11,5,1314.81,262.962,2011-11-28 17:05:00
14512,188,2,275.28,137.64,2011-06-05 12:39:00
14513,101,3,455.59,151.86333333333334,2011-08-31 11:25:00
14514,61,3,1055.35,351.7833333333333,2011-10-09 16:05:00
14515,18,6,2102.09,350.34833333333336,2011-11-22 11:37:00
14517,33,2,330.45,165.225,2011-11-06 14:20:00
14518,64,1,174.37,174.37,2011-10-06 14:43:00
14520,2,2,270.6,135.3,2011-12-08 09:46:00
14522,24,4,974.54,243.635,2011-11-15 13:24:00
14523,108,1,241.09,241.09,2011-08-23 13:13:00
14524,32,9,1867.68,207.52,2011-11-08 12:29:00
14525,20,9,4332.2,481.3555555555556,2011-11-20 11:37:00
14528,37,1,364.22,364.22,2011-11-02 17:09:00
14529,60,3,620.04,206.68,2011-10-10 15:27:00
14530,26,6,2925.91,487.6516666666666,2011-11-14 10:38:00
14532,236,4,932.85,233.2125,2011-04-17 13:05:00
14533,25,7,1949.72,278.5314285714286,2011-11-15 12:05:00
14534,3,18,4447.05,247.0583333333333,2011-12-07 12:19:00
