customer_id,recency_days,frequency,monetary_value,average_order_value,last_purchase_date,cluster
13544,40,2,291.41,145.705,2011-10-31 11:57:00,2
13546,12,3,626.99,208.99666666666667,2011-11-27 14:50:00,2
13548,96,2,682.41,341.205,2011-09-04 14:50:00,2
13549,26,7,918.2,131.17142857142858,2011-11-14 09:20:00,2
13551,319,1,91.8,91.8,2011-01-24 14:46:00,2
13552,66,12,3740.07,311.6725,2011-10-04 15:19:00,2
13555,74,4,4149.28,1037.32,2011-09-27 12:36:00,2
13557,28,2,584.06,292.03,2011-11-11 15:24:00,2
13558,6,4,605.06,151.265,2011-12-04 11:24:00,2
13560,7,1,174.37,174.37,2011-12-02 13:11:00,2
13561,216,1,141.86,141.86,2011-05-08 12:39:00,2
13562,82,3,1799.33,599.7766666666666,2011-09-19 10:51:00,2
13563,84,2,777.53,388.765,2011-09-16 14:45:00,2
13564,144,3,1749.02,583.0066666666667,2011-07-18 14:33:00,2
13565,19,2,240.22,120.11,2011-11-20 14:33:00,2
13566,41,2,874.71,437.355,2011-10-30 11:59:00,2
13568,173,1,192.85,192.85,2011-06-19 14:42:00,2
13569,17,2,373.75,186.875,2011-11-22 13:07:00,2
13570,243,1,239.49,239.49,2011-04-10 13:36:00,2
13571,13,12,2092.32,174.36,2011-11-27 10:47:00,2
13572,206,1,1384.25,1384.25,2011-05-18 11:59:00,2
13573,50,2,294.4,147.2,2011-10-20 14:33:00,2
13575,23,5,732.0699999999999,146.414,2011-11-16 13:14:00,2
13576,10,18,6717.34,373.18555555555554,2011-11-29 15:34:00,2
13577,25,4,1687.6,421.9,2011-11-14 15:19:00,2
13579,15,2,467.04,233.52,2011-11-25 08:41:00,2
13581,309,1,118.0,118.0,2011-02-03 14:41:00,2
13583,156,1,781.03,781.03,2011-07-07 10:40:00,2
13584,307,1,142.4,142.4,2011-02-06 12:49:00,2
13587,64,1,712.4,712.4,2011-10-07 12:31:00,2
13588,16,9,2478.95,275.43888888888887,2011-11-24 10:42:00,2
13589,15,2,379.65,189.825,2011-11-25 12:10:00,2
13590,11,6,1981.92,330.32,2011-11-28 12:54:00,2
13591,65,3,1117.13,372.3766666666667,2011-10-06 12:26:00,2
13592,36,4,247.96,61.99,2011-11-04 09:49:00,2
13593,108,5,2037.08,407.41600000000005,2011-08-23 13:35:00,2
13594,53,1,396.97,396.97,2011-10-18 10:19:00,2
13596,6,2,697.04,348.52,2011-12-04 12:01:00,2
13598,47,1,180.17,180.17,2011-10-23 14:28:00,2
13599,1,21,5153.67,245.41285714285715,2011-12-08 16:10:00,2
13600,312,1,219.52,219.52,2011-01-31 15:27:00,2
13601,45,2,693.32,346.66,2011-10-25 17:31:00,2
13602,65,1,428.89,428.89,2011-10-06 11:47:00,2
13603,26,1,164.34,164.34,2011-11-13 15:57:00,2
13606,29,3,280.54,93.51333333333332,2011-11-10 17:46:00,2
13607,40,1,678.01,678.01,2011-10-30 16:17:00,2
13610,12,7,1131.88,161.69714285714286,2011-11-27 15:38:00,2
13611,89,3,1171.8,390.6,2011-09-11 14:51:00,2
13614,24,4,1610.46,402.615,2011-11-15 14:47:00,2
13615,319,1,417.69,417.69,2011-01-25 08:21:00,2
13617,40,3,544.18,181.3933333333333,2011-10-30 13:50:00,2
13618,174,1,177.34,177.34,2011-06-19 11:09:00,2
13621,117,1,213.85,213.85,2011-08-15 08:26:00,2
13623,31,5,747.78,149.55599999999998,2011-11-09 12:00:00,2
13626,253,1,257.23,257.23,2011-04-01 10:05:00,2
13627,59,5,1638.47,327.694,2011-10-11 14:20:00,2
13629,23,11,7792.36,708.3963636363636,2011-11-16 13:21:00,2
13630,5,7,2031.78,290.2542857142857,2011-12-04 15:16:00,2
13631,100,11,3070.42,279.1290909090909,2011-09-01 09:57:00,2
13632,25,5,2121.27,424.254,2011-11-15 10:51:00,2
13634,33,5,1575.16,315.03200000000004,2011-11-06 13:40:00,2
13635,68,1,1071.03,1071.03,2011-10-03 10:55:00,2
13636,37,5,949.12,189.824,2011-11-03 10:30:00,2
13637,52,3,810.5,270.1666666666667,2011-10-18 13:32:00,2
13638,16,1,122.64,122.64,2011-11-24 10:38:00,2
13639,74,1,1033.34,1033.34,2011-09-26 13:36:00,2
13642,216,1,354.8,354.8,2011-05-08 12:34:00,2
13643,31,3,519.44,173.14666666666668,2011-11-08 15:37:00,2
13644,16,4,2624.26,656.065,2011-11-23 14:07:00,2
13645,120,1,252.1,252.1,2011-08-11 16:11:00,2
13647,10,4,1678.12,419.53,2011-11-30 12:00:00,2
13649,257,2,346.6,173.3,2011-03-28 11:51:00,2
13650,17,6,1836.34,306.0566666666667,2011-11-23 12:22:00,2
13651,35,2,94.2,47.1,2011-11-04 14:59:00,2
13652,46,3,1095.08,365.0266666666666,2011-10-25 08:51:00,2
13654,43,6,2707.33,451.2216666666666,2011-10-27 16:24:00,2
13655,114,2,932.97,466.485,2011-08-17 14:25:00,2
13656,165,2,379.65,189.825,2011-06-28 10:31:00,2
13657,11,2,382.14,191.07,2011-11-29 12:32:00,2
13658,10,5,2639.17,527.8340000000001,2011-11-30 10:13:00,2
13659,206,2,1573.2,786.6,2011-05-18 12:37:00,2
13662,86,3,897.76,299.25333333333333,2011-09-15 12:04:00,2
13663,179,1,189.47,189.47,2011-06-13 15:44:00,2
13666,60,3,84.65,28.21666666666667,2011-10-10 15:39:00,2
13667,149,1,305.02,305.02,2011-07-13 15:42:00,2
13668,3,21,6363.59,303.02809523809526,2011-12-07 12:11:00,2
13669,51,2,218.55,109.275,2011-10-20 09:32:00,2
13670,75,1,349.7,349.7,2011-09-25 15:25:00,2
13672,301,2,186.39,93.195,2011-02-11 13:53:00,2
13673,19,2,396.92,198.46,2011-11-21 12:11:00,2
13675,151,2,486.8200000000001,243.41000000000005,2011-07-11 12:57:00,2
13678,152,1,232.6,232.6,2011-07-11 10:14:00,2
13680,1,4,3722.42,930.605,2011-12-08 13:47:00,2
13681,18,4,827.83,206.9575,2011-11-22 11:13:00,2
13682,187,1,59.5,59.5,2011-06-05 14:06:00,2
13684,286,1,67.23,67.23,2011-02-27 10:13:00,2
13685,3,7,3119.44,445.63428571428574,2011-12-07 11:41:00,2
13686,183,1,72.0,72.0,2011-06-10 09:10:00,2
13689,63,1,910.0,910.0,2011-10-07 13:21:00,2
13690,59,1,172.25,172.25,2011-10-11 15:03:00,2
13692,25,3,1488.32,496.1066666666666,2011-11-15 11:17:00,2
13694,4,50,65039.62,1300.7924,2011-12-06 09:32:00,2
13695,31,15,2504.13,166.942,2011-11-08 14:26:00,2
13697,39,1,151.29999999999998,151.29999999999998,2011-11-01 09:14:00,2
13699,155,1,308.58000000000004,308.58000000000004,2011-07-07 16:51:00,2
13700,26,10,2265.12,226.512,2011-11-13 13:00:00,2
13703,318,1,99.5,99.5,2011-01-25 13:10:00,2
13704,5,9,2308.06,256.4511111111111,2011-12-04 15:13:00,2
13705,8,3,711.86,237.28666666666663,2011-12-02 12:32:00,2
13706,303,1,330.79,330.79,2011-02-10 09:21:00,2
13707,267,2,806.41,403.205,2011-03-17 18:03:00,2
13708,271,1,296.88,296.88,2011-03-13 13:46:00,2
13709,4,13,6328.05,486.7730769230769,2011-12-06 10:28:00,2
13710,32,1,180.48,180.48,2011-11-08 08:16:00,2
13711,219,2,252.06,126.03,2011-05-05 10:31:00,2
13712,247,1,228.84,228.84,2011-04-07 12:33:00,2
13715,281,5,1079.34,215.868,2011-03-03 19:21:00,2
13716,269,1,138.28,138.28,2011-03-15 13:49:00,2
13717,32,6,1445.01,240.835,2011-11-07 14:13:00,2
13718,246,2,306.55,153.275,2011-04-07 13:24:00,2
13719,15,5,1041.68,208.336,2011-11-24 15:26:00,2
13720,117,4,799.9,199.975,2011-08-15 12:46:00,2
13721,36,1,524.14,524.14,2011-11-03 14:05:00,2
13722,132,3,2375.41,791.8033333333333,2011-07-31 12:44:00,2
13723,217,1,199.85,199.85,2011-05-06 17:04:00,2
13725,50,8,1980.56,247.57,2011-10-21 10:03:00,2
13726,39,2,1079.66,539.8299999999999,2011-11-01 10:49:00,2
13727,29,2,333.48,166.74,2011-11-11 09:46:00,2
13728,37,6,1016.14,169.35666666666663,2011-11-03 10:49:00,2
13730,136,2,752.6,376.3,2011-07-27 08:35:00,2
13731,219,2,610.59,305.295,2011-05-04 14:33:00,2
13732,28,1,491.86,491.86,2011-11-11 15:49:00,2
13735,25,4,2885.24,721.3100000000001,2011-11-15 11:14:00,2
13736,5,2,731.9,365.95,2011-12-04 15:19:00,2
13737,200,1,339.6,339.6,2011-05-23 16:32:00,2
13739,18,1,216.9,216.9,2011-11-21 13:35:00,2
13740,241,1,350.75,350.75,2011-04-13 10:32:00,2
13741,72,3,668.4300000000001,222.81000000000003,2011-09-29 09:19:00,2
13742,17,12,3131.02,260.9183333333333,2011-11-23 11:07:00,2
13743,3,7,1341.6,191.65714285714284,2011-12-07 10:09:00,2
13744,95,2,1156.36,578.18,2011-09-05 15:19:00,2
13745,162,1,300.04,300.04,2011-06-30 16:43:00,2
13747,374,1,79.6,79.6,2010-12-01 10:37:00,2
13748,96,5,948.25,189.65,2011-09-05 09:45:00,2
13750,54,5,1647.26,329.452,2011-10-17 12:16:00,2
13751,288,1,296.25,296.25,2011-02-24 15:56:00,2
13752,124,6,1186.28,197.7133333333333,2011-08-07 14:16:00,2
13753,288,1,741.26,741.26,2011-02-25 12:48:00,2
13754,152,2,282.6,141.29999999999998,2011-07-11 11:51:00,2
13755,4,9,2161.35,240.15,2011-12-06 12:26:00,2
13756,2,14,5189.52,370.68,2011-12-07 16:44:00,2
13758,12,7,3190.55,455.79285714285714,2011-11-28 11:11:00,2
13759,33,2,659.4100000000001,329.70500000000004,2011-11-06 14:47:00,2
13760,54,2,286.79,143.395,2011-10-16 16:13:00,2
13761,50,2,1070.65,535.325,2011-10-20 14:01:00,2
13762,219,1,306.72,306.72,2011-05-05 09:15:00,2
13763,63,1,1714.96,1714.96,2011-10-07 15:13:00,2
13764,71,3,1521.76,507.2533333333333,2011-09-30 12:03:00,2
13767,2,37,17220.36,465.41513513513513,2011-12-07 15:00:00,2
13769,2,10,2796.51,279.651,2011-12-07 15:08:00,2
13771,64,4,2634.45,658.6125,2011-10-06 14:18:00,2
13772,34,3,1132.13,377.3766666666667,2011-11-06 11:43:00,2
13774,82,1,345.0,345.0,2011-09-19 12:06:00,2
13777,1,33,25977.16,787.1866666666666,2011-12-09 12:25:00,2
13778,103,1,178.7,178.7,2011-08-28 15:25:00,2
13780,7,2,360.01,180.005,2011-12-02 13:49:00,2
13781,251,1,127.84,127.84,2011-04-03 12:08:00,2
13782,13,6,912.0,152.0,2011-11-27 11:54:00,2
13784,10,11,2462.79,223.89,2011-11-30 09:33:00,2
13786,367,1,230.4,230.4,2010-12-07 13:53:00,2
13787,76,2,309.04,154.52,2011-09-25 12:06:00,2
13790,4,1,348.8,348.8,2011-12-05 15:48:00,2
13791,128,2,1516.0,758.0,2011-08-04 11:44:00,2
13792,66,2,195.55,97.775,2011-10-04 14:31:00,2
13798,1,57,37153.85,651.8219298245614,2011-12-08 15:51:00,2
13799,117,2,688.86,344.43,2011-08-15 12:07:00,2
13800,310,1,558.32,558.32,2011-02-03 12:27:00,2
13801,67,1,324.8,324.8,2011-10-04 10:15:00,2
13802,139,3,4599.42,1533.14,2011-07-24 10:54:00,2
13803,255,1,277.07,277.07,2011-03-29 12:57:00,2
13804,31,7,2635.79,376.5414285714286,2011-11-09 12:32:00,2
13805,52,2,924.6,462.3,2011-10-18 14:50:00,2
13806,64,1,256.38,256.38,2011-10-07 11:43:00,2
13807,367,1,112.6,112.6,2010-12-07 15:48:00,2
13808,6,5,1747.66,349.53200000000004,2011-12-04 12:18:00,2
13809,305,1,155.05,155.05,2011-02-07 13:15:00,2
13810,29,3,1499.01,499.67,2011-11-11 08:33:00,2
13811,184,3,814.5,271.5,2011-06-09 09:54:00,2
13812,42,3,539.0,179.66666666666666,2011-10-28 14:27:00,2
13813,40,4,1366.86,341.71500000000003,2011-10-31 10:38:00,2
13814,92,2,1579.12,789.56,2011-09-08 13:48:00,2
13815,22,4,4027.36,1006.84,2011-11-17 14:19:00,2
13816,24,2,571.6700000000001,285.83500000000004,2011-11-16 08:38:00,2
13817,29,2,382.98,191.49,2011-11-10 17:49:00,2
13819,302,3,1140.35,380.1166666666666,2011-02-11 10:38:00,2
13821,145,2,385.64,192.82,2011-07-18 09:49:00,2
13822,6,2,632.0,316.0,2011-12-04 12:13:00,2
13823,19,2,957.66,478.83,2011-11-21 10:22:00,2
13824,33,5,1698.94,339.788,2011-11-07 12:41:00,2
13826,176,1,189.5,189.5,2011-06-16 13:48:00,2
13827,58,3,412.05,137.35,2011-10-13 12:38:00,2
13828,22,1,209.49,209.49,2011-11-17 16:02:00,2
13831,16,6,2202.99,367.165,2011-11-23 15:41:00,2
13832,19,1,52.2,52.2,2011-11-20 15:36:00,2
13833,159,1,384.8,384.8,2011-07-03 13:27:00,2
13835,25,4,834.57,208.6425,2011-11-14 15:37:00,2
13837,212,2,271.24,135.62,2011-05-12 12:10:00,2
13838,6,4,691.73,172.9325,2011-12-04 11:00:00,2
13841,253,1,85.0,85.0,2011-04-01 12:10:00,2
13842,59,9,3385.62,376.18,2011-10-12 10:51:00,2
13844,11,1,361.62,361.62,2011-11-28 13:21:00,2
13845,65,1,312.98,312.98,2011-10-06 08:25:00,2
13846,25,3,865.0600000000001,288.3533333333333,2011-11-15 12:07:00,2
13848,92,3,1255.0,418.3333333333333,2011-09-08 12:58:00,2
13849,52,2,1537.95,768.975,2011-10-19 10:59:00,2
13850,129,1,1595.48,1595.48,2011-08-02 14:04:00,2
13851,96,3,2651.46,883.82,2011-09-05 12:36:00,2
13853,57,1,1090.14,1090.14,2011-10-13 14:18:00,2
13854,9,25,8109.519999999999,324.3808,2011-12-01 09:06:00,2
13856,169,3,388.5,129.5,2011-06-24 10:03:00,2
13858,57,1,216.17,216.17,2011-10-13 16:17:00,2
13859,326,1,201.16,201.16,2011-01-17 16:14:00,2
13860,1,5,1245.9,249.18,2011-12-08 12:57:00,2
13862,18,8,2209.36,276.17,2011-11-21 16:24:00,2
13863,248,1,305.78,305.78,2011-04-06 10:20:00,2
13865,58,4,501.56,125.39,2011-10-12 13:31:00,2
13866,74,1,145.67000000000002,145.67000000000002,2011-09-26 14:54:00,2
13867,31,3,1015.29,338.43,2011-11-08 15:48:00,2
13868,7,2,3192.54,1596.27,2011-12-02 16:32:00,2
13869,123,4,3104.95,776.2375,2011-08-08 13:53:00,2
13870,2,8,2770.94,346.3675,2011-12-07 13:23:00,2
13871,23,13,6403.25,492.5576923076923,2011-11-17 10:49:00,2
13873,120,3,389.6,129.86666666666667,2011-08-12 10:08:00,2
13874,358,1,540.45,540.45,2010-12-16 18:20:00,2
13875,54,5,1786.79,357.358,2011-10-17 09:36:00,2
13876,64,1,122.7,122.7,2011-10-07 10:22:00,2
13877,86,1,117.24,117.24,2011-09-14 15:49:00,2
13878,55,1,1281.53,1281.53,2011-10-16 12:19:00,2
13880,21,13,3219.77,247.67461538461535,2011-11-18 13:44:00,2
13881,4,20,17159.52,857.976,2011-12-06 12:50:00,2
13882,3,5,1191.13,238.22600000000003,2011-12-07 11:16:00,2
13883,11,5,2674.48,534.896,2011-11-29 10:45:00,2
13884,7,5,787.6,157.52,2011-12-02 16:30:00,2
13885,189,2,506.8,253.4,2011-06-03 15:07:00,2
13886,71,1,243.56,243.56,2011-09-29 13:17:00,2
13887,204,1,349.55,349.55,2011-05-19 17:22:00,2
13888,120,2,605.63,302.815,2011-08-12 10:13:00,2
13889,93,1,416.9,416.9,2011-09-08 09:13:00,2
13890,1,10,1883.81,188.38100000000003,2011-12-08 15:36:00,2
13892,27,4,632.97,158.2425,2011-11-13 11:50:00,2
13893,298,1,821.1,821.1,2011-02-15 11:30:00,2
13894,24,3,564.62,188.20666666666668,2011-11-16 09:44:00,2
13895,28,4,2593.07,648.2675,2011-11-11 16:57:00,2
13897,50,1,311.16,311.16,2011-10-20 14:30:00,2
13898,326,1,155.93,155.93,2011-01-18 10:28:00,2
13899,16,2,388.52,194.26,2011-11-23 13:40:00,2
13900,183,3,740.95,246.98333333333332,2011-06-09 19:26:00,2
13901,72,5,2867.2,573.4399999999999,2011-09-28 14:48:00,2
13904,37,2,332.64,166.32,2011-11-02 13:41:00,2
13908,80,4,2369.55,592.3875,2011-09-21 11:49:00,2
13911,57,9,2580.91,286.7677777777778,2011-10-13 15:43:00,2
13914,12,2,626.45,313.225,2011-11-28 10:35:00,2
13917,50,2,272.04,136.02,2011-10-21 09:56:00,2
13918,50,2,1212.84,606.4200000000001,2011-10-21 12:25:00,2
13919,59,2,384.81,192.405,2011-10-11 14:24:00,2
13922,352,1,172.25,172.25,2010-12-23 10:38:00,2
13923,54,1,351.13,351.13,2011-10-17 12:33:00,2
13924,2,6,1838.85,306.475,2011-12-08 09:39:00,2
13925,93,4,678.25,169.5625,2011-09-08 12:47:00,2
13926,23,1,223.85,223.85,2011-11-16 13:16:00,2
13927,75,1,348.99,348.99,2011-09-26 12:00:00,2
13928,11,4,464.57,116.1425,2011-11-29 10:33:00,2
13929,169,2,842.65,421.325,2011-06-23 15:26:00,2
13930,58,2,337.34,168.67,2011-10-13 09:45:00,2
13931,96,2,1237.53,618.765,2011-09-05 10:12:00,2
13932,295,1,307.4,307.4,2011-02-18 12:02:00,2
13933,109,2,608.7900000000001,304.39500000000004,2011-08-22 14:03:00,2
13934,264,1,922.1,922.1,2011-03-21 08:39:00,2
13936,180,1,376.58,376.58,2011-06-13 08:47:00,2
13937,169,1,158.85,158.85,2011-06-23 16:35:00,2
13938,35,1,71.66,71.66,2011-11-04 14:37:00,2
13939,23,3,568.55,189.51666666666665,2011-11-16 13:33:00,2
13940,17,4,839.14,209.785,2011-11-22 15:15:00,2
13941,22,5,5112.96,1022.592,2011-11-18 09:43:00,2
13946,79,3,561.5699999999999,187.19,2011-09-21 13:33:00,2
13947,65,1,90.6,90.6,2011-10-05 14:42:00,2
13948,361,1,102.0,102.0,2010-12-14 10:18:00,2
13949,3,6,2427.32,404.5533333333333,2011-12-07 09:35:00,2
13950,11,4,745.06,186.265,2011-11-28 14:44:00,2
13951,176,3,674.45,224.8166666666667,2011-06-16 16:43:00,2
13952,218,2,3251.071,1625.5355,2011-05-06 09:00:00,2
13953,7,7,3515.68,502.24,2011-12-02 16:04:00,2
13954,2,2,439.92,219.96,2011-12-08 12:50:00,2
13955,154,2,322.96,161.48,2011-07-08 17:19:00,2
13956,5,5,1026.42,205.284,2011-12-04 13:20:00,2
13959,79,3,598.2,199.4,2011-09-21 15:06:00,2
13960,21,2,230.22,115.11,2011-11-18 15:27:00,2
13962,22,2,169.55,84.775,2011-11-18 08:47:00,2
13963,308,4,664.54,166.135,2011-02-04 14:43:00,2
13967,146,1,80.7,80.7,2011-07-17 12:02:00,2
13969,7,18,9053.94,502.9966666666666,2011-12-02 15:11:00,2
13971,19,8,2758.26,344.7825,2011-11-21 12:06:00,2
13972,71,2,190.25,95.125,2011-09-30 11:54:00,2
13973,287,1,264.7,264.7,2011-02-25 15:21:00,2
13974,49,1,413.59,413.59,2011-10-21 14:41:00,2
13975,31,6,2526.28,421.0466666666667,2011-11-08 13:19:00,2
13976,207,1,357.98,357.98,2011-05-17 09:13:00,2
13978,15,2,196.79,98.395,2011-11-25 11:36:00,2
13979,73,1,869.87,869.87,2011-09-27 13:32:00,2
13980,60,1,200.14,200.14,2011-10-10 13:34:00,2
13982,39,4,1871.81,467.9525,2011-10-31 16:24:00,2
13983,30,12,2603.43,216.9525,2011-11-10 11:06:00,2
13984,27,5,920.51,184.102,2011-11-13 12:38:00,2
13985,4,15,7060.13,470.67533333333336,2011-12-05 17:06:00,2
13986,17,1,320.46,320.46,2011-11-22 15:00:00,2
13988,20,6,4147.96,691.3266666666667,2011-11-20 10:15:00,2
13989,66,2,1266.08,633.04,2011-10-05 09:47:00,2
13990,213,1,311.3,311.3,2011-05-10 15:19:00,2
13991,12,6,855.97,142.66166666666666,2011-11-27 16:18:00,2
13992,30,1,76.8,76.8,2011-11-09 15:23:00,2
13993,43,9,3466.36,385.1511111111111,2011-10-28 09:06:00,2
13994,4,6,2313.14,385.5233333333333,2011-12-06 11:05:00,2
13995,15,5,1393.69,278.738,2011-11-24 14:22:00,2
13999,10,12,3901.81,325.1508333333333,2011-11-29 13:40:00,2
14000,211,1,635.66,635.66,2011-05-12 16:50:00,2
14001,46,3,2043.08,681.0266666666668,2011-10-25 10:31:00,2
14002,134,2,529.73,264.865,2011-07-28 15:55:00,2
14004,43,7,4582.64,654.6628571428572,2011-10-27 14:40:00,2
14005,10,5,2874.72,574.944,2011-11-30 12:41:00,2
14006,116,3,962.19,320.73,2011-08-16 09:39:00,2
14009,198,2,695.61,347.805,2011-05-25 15:47:00,2
14012,278,1,328.8,328.8,2011-03-07 12:26:00,2
14013,110,3,473.02,157.67333333333332,2011-08-21 15:01:00,2
14014,77,1,505.18,505.18,2011-09-23 13:18:00,2
14015,53,1,917.34,917.34,2011-10-18 10:02:00,2
14016,162,4,4341.21,1085.3025,2011-07-01 11:29:00,2
14019,47,3,1421.61,473.87,2011-10-24 10:13:00,2
14020,17,2,642.8,321.4,2011-11-23 09:22:00,2
14021,155,3,631.9,210.63333333333333,2011-07-07 15:46:00,2
14022,225,1,440.0,440.0,2011-04-28 14:39:00,2
14023,7,2,584.07,292.035,2011-12-02 13:58:00,2
14024,122,2,327.7,163.85,2011-08-10 11:30:00,2
14027,61,1,104.82,104.82,2011-10-10 09:01:00,2
14029,63,2,467.66,233.83,2011-10-07 14:46:00,2
14030,18,8,2360.09,295.01125,2011-11-21 16:48:00,2
14031,7,19,17286.86,909.8347368421051,2011-12-02 17:13:00,2
14032,2,11,2975.59,270.5081818181818,2011-12-07 15:23:00,2
14034,22,3,651.8199999999999,217.2733333333333,2011-11-17 14:02:00,2
14035,29,5,1428.02,285.604,2011-11-11 10:03:00,2
14036,285,1,626.65,626.65,2011-02-28 09:26:00,2
14037,176,2,147.20000000000002,73.60000000000001,2011-06-16 13:57:00,2
14038,78,3,1560.38,520.1266666666667,2011-09-22 13:37:00,2
14039,33,1,152.2,152.2,2011-11-06 13:48:00,2
14040,41,12,3614.92,301.24333333333334,2011-10-30 12:42:00,2
14041,266,1,141.41,141.41,2011-03-18 13:25:00,2
14044,27,4,652.82,163.205,2011-11-13 12:05:00,2
14045,109,4,1659.75,414.9375,2011-08-22 15:27:00,2
14046,284,1,154.99,154.99,2011-02-28 14:48:00,2
14047,9,5,1308.61,261.72200000000004,2011-12-01 11:43:00,2
14048,305,1,409.93,409.93,2011-02-07 14:53:00,2
14049,17,4,5681.72,1420.43,2011-11-23 12:20:00,2
14050,32,2,746.36,373.18,2011-11-08 10:00:00,2
14051,1,23,15610.39,678.7126086956522,2011-12-09 10:20:00,2
14052,20,1,225.36,225.36,2011-11-20 12:30:00,2
14053,124,2,260.25,130.125,2011-08-07 14:27:00,2
14054,65,1,92.46,92.46,2011-10-05 15:49:00,2
14055,106,1,725.6400000000001,725.6400000000001,2011-08-25 15:04:00,2
14056,1,23,8214.65,357.1586956521739,2011-12-08 13:36:00,2
14057,24,17,6217.96,365.76235294117646,2011-11-16 10:32:00,2
14059,267,1,183.6,183.6,2011-03-18 10:06:00,2
14060,5,19,6140.42,323.18,2011-12-05 12:29:00,2
14062,10,12,10464.85,872.0708333333333,2011-11-30 10:04:00,2
14064,29,5,1353.74,270.748,2011-11-10 13:14:00,2
14066,267,1,152.55,152.55,2011-03-18 12:21:00,2
14067,64,2,374.7,187.35,2011-10-07 10:21:00,2
14068,320,1,265.85,265.85,2011-01-23 16:02:00,2
14071,4,8,1438.82,179.8525,2011-12-06 12:27:00,2
14073,32,1,151.04,151.04,2011-11-07 15:49:00,2
14075,5,3,942.26,314.08666666666664,2011-12-05 08:38:00,2
14076,129,1,122.47,122.47,2011-08-02 15:19:00,2
14077,41,5,499.42,99.884,2011-10-30 12:35:00,2
14078,102,6,1049.37,174.89499999999998,2011-08-30 12:16:00,2
14079,125,1,375.1,375.1,2011-08-07 12:10:00,2
14080,33,1,45.6,45.6,2011-11-07 11:09:00,2
14081,302,2,934.52,467.26,2011-02-10 16:17:00,2
14082,365,1,182.25,182.25,2010-12-10 11:02:00,2
14083,4,9,1018.43,113.15888888888888,2011-12-05 13:14:00,2
14085,2,18,4448.54,247.14111111111112,2011-12-07 13:46:00,2
14087,3,1,194.42,194.42,2011-12-07 12:41:00,2
14088,10,13,50491.81,3883.9853846153846,2011-11-29 16:16:00,2
14089,57,1,161.0,161.0,2011-10-14 10:38:00,2
14090,325,1,76.32000000000001,76.32000000000001,2011-01-19 10:51:00,2
14092,8,14,4076.91,291.2078571428571,2011-12-02 12:13:00,2
14093,12,1,442.85,442.85,2011-11-27 16:27:00,2
14096,4,17,65164.79,3833.222941176471,2011-12-05 17:17:00,2
14098,37,1,147.35,147.35,2011-11-03 10:13:00,2
14099,16,11,3104.17,282.1972727272727,2011-11-23 13:53:00,2
14100,138,1,194.9,194.9,2011-07-25 11:01:00,2
14101,74,6,5976.79,996.1316666666668,2011-09-27 12:28:00,2
14102,5,5,1360.28,272.056,2011-12-04 15:38:00,2
14104,155,2,216.21,108.105,2011-07-08 12:50:00,2
14105,239,1,1266.23,1266.23,2011-04-14 17:58:00,2
14107,52,7,2703.23,386.1757142857143,2011-10-19 12:12:00,2
14108,31,2,597.91,298.955,2011-11-09 10:41:00,2
14109,73,1,144.2,144.2,2011-09-28 10:18:00,2
14110,4,12,5683.15,473.5958333333333,2011-12-06 12:26:00,2
14111,14,4,692.85,173.2125,2011-11-25 13:44:00,2
14112,23,7,2915.15,416.45,2011-11-17 12:30:00,2
14113,4,4,1840.42,460.105,2011-12-06 12:18:00,2
14114,274,2,386.53,193.265,2011-03-11 09:42:00,2
14116,20,5,1382.74,276.548,2011-11-20 10:29:00,2
14117,144,1,90.0,90.0,2011-07-19 09:49:00,2
14121,4,4,2780.15,695.0375,2011-12-06 12:19:00,2
14124,84,1,419.58,419.58,2011-09-16 13:32:00,2
14125,11,3,2740.43,913.4766666666666,2011-11-29 12:47:00,2
14126,8,3,706.1300000000001,235.3766666666667,2011-12-02 11:45:00,2
14127,123,3,709.71,236.57,2011-08-09 10:49:00,2
14128,61,2,637.5,318.75,2011-10-10 12:00:00,2
14129,2,5,1123.86,224.772,2011-12-08 11:02:00,2
14130,319,1,483.86,483.86,2011-01-24 16:05:00,2
14132,2,11,3586.03,326.00272727272727,2011-12-07 13:35:00,2
14133,130,3,605.64,201.88,2011-08-02 11:34:00,2
14135,2,15,4690.31,312.68733333333336,2011-12-08 11:38:00,2
14138,2,2,982.38,491.19000000000005,2011-12-08 12:44:00,2
14139,46,1,415.82,415.82,2011-10-24 13:34:00,2
14140,4,2,935.05,467.525,2011-12-06 09:05:00,2
14141,3,4,915.13,228.7825,2011-12-07 09:53:00,2
14142,373,1,311.81,311.81,2010-12-01 16:33:00,2
14143,134,1,115.8,115.8,2011-07-29 09:48:00,2
14145,47,4,3742.2,935.55,2011-10-24 12:10:00,2
14146,9,5,4191.0,838.2,2011-12-01 10:18:00,2
14147,78,2,483.4,241.7,2011-09-22 18:10:00,2
14148,234,1,157.2,157.2,2011-04-20 12:02:00,2
14149,221,1,446.62,446.62,2011-05-03 09:44:00,2
14150,36,2,658.64,329.32,2011-11-04 10:05:00,2
14152,75,2,621.29,310.645,2011-09-25 12:54:00,2
14154,239,2,1345.62,672.81,2011-04-14 16:26:00,2
14155,266,1,118.75,118.75,2011-03-18 14:13:00,2
14156,10,55,117379.63,2134.175090909091,2011-11-30 10:54:00,2
14157,20,2,432.88,216.44,2011-11-20 11:32:00,2
